Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10649048,2,"Wednesday, January 30, 2013 18:47:08 UTC",63.3617,-149.8646,1.3,109.20,12,"Central Alaska"
ak,10649047,2,"Wednesday, January 30, 2013 18:05:52 UTC",53.5544,-167.1308,1.8,14.70,13,"Fox Islands, Aleutian Islands, Alaska"
ak,10649046,2,"Wednesday, January 30, 2013 17:57:18 UTC",61.3275,-151.9031,1.8,95.30,20,"Southern Alaska"
ci,15279129,2,"Wednesday, January 30, 2013 17:52:44 UTC",34.1558,-116.4262,1.3,11.20,53,"Southern California"
ak,10649045,2,"Wednesday, January 30, 2013 17:48:26 UTC",52.4061,-168.9847,2.5,19.90, 7,"Fox Islands, Aleutian Islands, Alaska"
nn,00401263,9,"Wednesday, January 30, 2013 17:47:48 UTC",38.4501,-119.3080,1.2,6.10,10,"Central California"
us,c000eyit,6,"Wednesday, January 30, 2013 17:32:55 UTC",36.6463,96.5500,4.7,13.70,52,"northern Qinghai, China"
ci,15279033,2,"Wednesday, January 30, 2013 17:30:36 UTC",34.1542,-116.4288,1.3,11.70,58,"Southern California"
nc,71931606,2,"Wednesday, January 30, 2013 17:29:27 UTC",37.6382,-119.3725,1.2,14.30,17,"Central California"
ak,10649044,2,"Wednesday, January 30, 2013 17:24:25 UTC",55.8104,-135.0275,2.1,20.00, 6,"off the coast of Southeastern Alaska"
nc,71933211,2,"Wednesday, January 30, 2013 17:04:35 UTC",41.0642,-120.8165,1.7,5.90, 7,"Northern California"
ak,10647157,3,"Wednesday, January 30, 2013 16:52:12 UTC",62.0715,-145.2672,2.3,23.80,33,"Central Alaska"
nc,71932346,2,"Wednesday, January 30, 2013 16:48:44 UTC",37.6510,-119.3718,1.1,6.90,13,"Central California"
nc,71931581,4,"Wednesday, January 30, 2013 16:39:18 UTC",37.6165,-119.3742,1.1,8.40,15,"Central California"
pr,13030003,0,"Wednesday, January 30, 2013 16:36:59 UTC",18.4311,-64.0678,2.8,37.00, 5,"Virgin Islands region"
nc,71931571,0,"Wednesday, January 30, 2013 16:36:59 UTC",38.8425,-122.8315,1.1,2.40,19,"Northern California"
nc,71931576,2,"Wednesday, January 30, 2013 16:35:21 UTC",36.5543,-121.0740,1.2,7.00,11,"Central California"
ci,15279017,2,"Wednesday, January 30, 2013 16:30:00 UTC",33.9838,-117.1752,1.0,12.60,48,"Greater Los Angeles area, California"
ak,10647151,2,"Wednesday, January 30, 2013 15:59:30 UTC",63.3244,-151.0535,1.0,16.50,12,"Central Alaska"
hv,60461226,4,"Wednesday, January 30, 2013 15:54:25 UTC",19.9782,-155.4143,1.7,8.00,19,"Island of Hawaii, Hawaii"
ak,10647147,2,"Wednesday, January 30, 2013 15:52:11 UTC",60.9477,-146.9915,1.6,22.20,23,"Southern Alaska"
ak,10647140,2,"Wednesday, January 30, 2013 15:42:36 UTC",61.4931,-149.8596,2.1,51.50,25,"Southern Alaska"
nc,71931541,3,"Wednesday, January 30, 2013 15:38:07 UTC",38.8313,-122.7570,2.1,1.00,56,"Northern California"
us,2013laap,6,"Wednesday, January 30, 2013 15:34:23 UTC",10.5744,126.9572,4.7,37.30,55,"Philippine Islands region"
ak,10647137,2,"Wednesday, January 30, 2013 15:27:39 UTC",51.5973,-178.4647,2.3,13.40,15,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71931506,1,"Wednesday, January 30, 2013 15:20:16 UTC",38.8237,-122.7608,1.6,1.00,27,"Northern California"
ak,10647129,2,"Wednesday, January 30, 2013 15:18:48 UTC",61.6801,-148.1879,1.1,16.70,13,"Southern Alaska"
nc,71931501,0,"Wednesday, January 30, 2013 15:18:33 UTC",38.8263,-122.7615,1.1,1.10,14,"Northern California"
nc,71931491,5,"Wednesday, January 30, 2013 15:17:15 UTC",38.8255,-122.7595,2.9,1.50,81,"Northern California"
ci,15279009,2,"Wednesday, January 30, 2013 15:14:00 UTC",34.1760,-117.2762,2.0,3.60,131,"Greater Los Angeles area, California"
us,2013laan,8,"Wednesday, January 30, 2013 15:05:14 UTC",62.4757,-124.4825,4.2,5.00,77,"Northwest Territories, Canada"
nc,71931481,2,"Wednesday, January 30, 2013 14:56:03 UTC",36.6812,-121.3107,1.2,4.40,26,"Central California"
ak,10649037,2,"Wednesday, January 30, 2013 14:54:31 UTC",51.2789,-179.6537,1.7,18.30, 9,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71931476,3,"Wednesday, January 30, 2013 14:51:26 UTC",36.6832,-121.3118,2.4,4.70,56,"Central California"
ak,10649036,2,"Wednesday, January 30, 2013 14:01:27 UTC",63.1306,-150.8838,1.6,118.90,15,"Central Alaska"
pr,13030001,0,"Wednesday, January 30, 2013 13:54:41 UTC",17.8591,-66.1946,2.2,8.00, 9,"Puerto Rico region"
us,c000ez34,C,"Wednesday, January 30, 2013 13:37:02 UTC",16.7800,96.1700,3.4,10.00, 5,"near the south coast of Myanmar"
nc,71931426,1,"Wednesday, January 30, 2013 13:31:32 UTC",38.8413,-122.8378,1.1,1.90,24,"Northern California"
us,2013laam,2,"Wednesday, January 30, 2013 13:25:32 UTC",-52.1992,-5.4029,4.9,10.00,15,"southern Mid-Atlantic Ridge"
us,c000eybx,8,"Wednesday, January 30, 2013 12:57:50 UTC",10.4223,126.9224,5.0,35.00,107,"Philippine Islands region"
ak,10649035,2,"Wednesday, January 30, 2013 12:56:58 UTC",63.1873,-149.2144,1.1,82.40, 9,"Central Alaska"
ak,10647108,2,"Wednesday, January 30, 2013 12:38:44 UTC",61.0596,-150.5503,1.7,8.80,26,"Southern Alaska"
nc,71931411,2,"Wednesday, January 30, 2013 11:57:35 UTC",36.9397,-121.5878,1.2,5.30,26,"Northern California"
ak,10649033,2,"Wednesday, January 30, 2013 11:52:53 UTC",63.7634,-149.1622,1.3,114.30,14,"Central Alaska"
ak,10647105,2,"Wednesday, January 30, 2013 11:38:31 UTC",63.1335,-151.3447,1.4,2.10,20,"Central Alaska"
ak,10647098,2,"Wednesday, January 30, 2013 11:06:32 UTC",63.2303,-148.4733,1.9,82.50,40,"Central Alaska"
ak,10647096,2,"Wednesday, January 30, 2013 10:44:20 UTC",61.1850,-146.9235,1.5,0.00,10,"Southern Alaska"
nc,71931391,3,"Wednesday, January 30, 2013 10:43:26 UTC",38.8252,-122.8033,2.4,3.30,80,"Northern California"
ak,10647092,2,"Wednesday, January 30, 2013 10:39:10 UTC",57.8710,-153.4422,2.5,15.60,19,"Kodiak Island region, Alaska"
nc,71931376,2,"Wednesday, January 30, 2013 10:33:21 UTC",37.8835,-122.2342,1.1,8.70,45,"San Francisco Bay area, California"
nc,71931371,1,"Wednesday, January 30, 2013 10:30:33 UTC",38.8402,-122.8392,1.2,2.60,25,"Northern California"
ci,15279001,2,"Wednesday, January 30, 2013 10:25:38 UTC",32.9625,-116.3618,1.4,11.10,64,"Southern California"
ak,10649028,2,"Wednesday, January 30, 2013 10:22:11 UTC",59.3245,-136.1645,1.7,5.80, 8,"Southeastern Alaska"
nc,71931366,1,"Wednesday, January 30, 2013 10:20:19 UTC",38.7573,-122.7243,1.9,2.50,34,"Northern California"
ak,10649027,2,"Wednesday, January 30, 2013 10:11:02 UTC",51.9497,179.4184,2.9,17.30,13,"Rat Islands, Aleutian Islands, Alaska"
nc,71933196,2,"Wednesday, January 30, 2013 10:01:41 UTC",40.9487,-121.4433,1.3,1.70,11,"Northern California"
nc,71931361,2,"Wednesday, January 30, 2013 09:57:50 UTC",35.7175,-121.6227,1.8,18.80,24,"offshore Central California"
nc,71932336,2,"Wednesday, January 30, 2013 09:54:54 UTC",37.7075,-119.4322,1.2,3.60,10,"Central California"
ak,10649026,2,"Wednesday, January 30, 2013 09:50:33 UTC",61.9483,-148.5552,1.0,20.00,15,"Southern Alaska"
ak,10647077,2,"Wednesday, January 30, 2013 09:45:46 UTC",58.2724,-156.0512,2.9,155.00,45,"Alaska Peninsula"
us,c000ey8l,9,"Wednesday, January 30, 2013 09:33:05 UTC",-26.1595,-69.0427,4.8,24.70,138,"Atacama, Chile"
us,c000ey8j,8,"Wednesday, January 30, 2013 09:27:05 UTC",32.8470,94.7063,5.2,37.10,140,"Xizang-Qinghai border region"
ak,10647072,2,"Wednesday, January 30, 2013 09:04:59 UTC",63.0815,-151.4657,1.3,5.20,18,"Central Alaska"
nc,71931341,2,"Wednesday, January 30, 2013 08:58:20 UTC",36.4638,-121.0458,1.5,5.40,30,"Central California"
nc,71931331,1,"Wednesday, January 30, 2013 08:54:20 UTC",38.8210,-122.8092,1.2,3.40,28,"Northern California"
ak,10647068,2,"Wednesday, January 30, 2013 08:08:37 UTC",61.4780,-149.7312,1.2,35.80,14,"Southern Alaska"
ak,10649021,2,"Wednesday, January 30, 2013 07:36:11 UTC",62.0082,-151.2058,1.6,87.30,21,"Central Alaska"
nc,71931321,1,"Wednesday, January 30, 2013 07:33:43 UTC",38.8385,-122.8387,1.4,2.60,26,"Northern California"
ak,10649020,2,"Wednesday, January 30, 2013 07:23:45 UTC",62.3816,-149.4693,1.0,12.40,11,"Central Alaska"
nc,71931296,1,"Wednesday, January 30, 2013 07:12:57 UTC",38.8210,-122.8083,2.0,3.10,39,"Northern California"
nc,71931291,3,"Wednesday, January 30, 2013 07:09:36 UTC",38.8230,-122.8078,2.0,3.40,61,"Northern California"
ak,10647058,2,"Wednesday, January 30, 2013 06:56:56 UTC",61.4399,-150.0454,1.3,51.50,15,"Southern Alaska"
ak,10649017,2,"Wednesday, January 30, 2013 06:40:26 UTC",63.0976,-149.7280,1.1,93.60,10,"Central Alaska"
ak,10647046,2,"Wednesday, January 30, 2013 06:12:45 UTC",61.6888,-150.4750,2.8,47.30,59,"Southern Alaska"
ak,10647041,2,"Wednesday, January 30, 2013 05:52:24 UTC",63.4501,-145.5480,1.3,10.80,15,"Central Alaska"
nc,71931241,0,"Wednesday, January 30, 2013 05:21:35 UTC",38.7873,-122.7350,1.2,2.30,17,"Northern California"
ci,15278961,2,"Wednesday, January 30, 2013 04:49:27 UTC",33.0253,-116.4317,1.2,5.10,59,"Southern California"
ak,10647024,2,"Wednesday, January 30, 2013 04:36:39 UTC",58.2765,-153.8594,2.9,62.30,68,"Kodiak Island region, Alaska"
ci,15278953,2,"Wednesday, January 30, 2013 04:34:04 UTC",33.0268,-116.4343,1.5,5.50,81,"Southern California"
us,c000ey3p,5,"Wednesday, January 30, 2013 04:27:25 UTC",38.7662,23.3660,3.9,9.40, 0,"Greece"
ci,15278945,2,"Wednesday, January 30, 2013 04:23:07 UTC",32.1592,-116.0460,1.9,4.60,19,"Baja California, Mexico"
ci,15278937,2,"Wednesday, January 30, 2013 04:22:30 UTC",32.1582,-116.0330,2.1,5.90,23,"Baja California, Mexico"
ci,15278929,2,"Wednesday, January 30, 2013 04:21:22 UTC",32.1658,-116.0233,3.0,3.40,41,"Baja California, Mexico"
uw,60498422,2,"Wednesday, January 30, 2013 04:16:31 UTC",45.4700,-122.8415,1.5,27.60,24,"Portland urban area, Oregon"
us,c000ey2g,7,"Wednesday, January 30, 2013 03:14:28 UTC",43.5664,-127.5984,5.3,10.20,282,"off the coast of Oregon"
ak,10649013,2,"Wednesday, January 30, 2013 03:11:08 UTC",63.0916,-150.7516,1.4,114.20,12,"Central Alaska"
ak,10647003,2,"Wednesday, January 30, 2013 03:06:27 UTC",60.0930,-149.3297,2.4,33.60,41,"Kenai Peninsula, Alaska"
nc,71931211,2,"Wednesday, January 30, 2013 03:03:42 UTC",35.4980,-120.7700,1.5,3.50,39,"Central California"
ak,10646996,2,"Wednesday, January 30, 2013 02:55:53 UTC",63.4921,-150.8645,1.4,11.40,16,"Central Alaska"
ak,10646990,2,"Wednesday, January 30, 2013 02:49:52 UTC",59.7193,-153.5849,2.7,154.30,39,"Southern Alaska"
ak,10646984,2,"Wednesday, January 30, 2013 02:37:01 UTC",64.7150,-149.0240,1.5,11.20,19,"Central Alaska"
us,c000ey1i,8,"Wednesday, January 30, 2013 02:32:19 UTC",10.5577,126.6844,5.4,46.00,102,"Philippine Islands region"
ak,10649008,2,"Wednesday, January 30, 2013 02:29:45 UTC",63.4506,-151.3257,1.1,0.70,13,"Central Alaska"
ak,10649007,2,"Wednesday, January 30, 2013 02:05:03 UTC",62.0483,-152.8602,1.2,3.80,13,"Central Alaska"
ak,10649006,2,"Wednesday, January 30, 2013 02:04:48 UTC",63.4851,-147.1903,1.0,15.20,14,"Central Alaska"
nc,71931196,3,"Wednesday, January 30, 2013 02:02:42 UTC",36.1088,-120.1860,1.6,9.20,44,"Central California"
ak,10646979,2,"Wednesday, January 30, 2013 01:52:50 UTC",61.0978,-152.2848,1.7,10.30,15,"Southern Alaska"
ak,10646971,2,"Wednesday, January 30, 2013 01:41:23 UTC",61.8769,-150.8753,1.9,68.90,33,"Southern Alaska"
ak,10649002,2,"Wednesday, January 30, 2013 01:23:11 UTC",51.4736,-178.2013,1.8,26.70, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10649001,2,"Wednesday, January 30, 2013 01:19:13 UTC",63.5576,-147.4021,1.0,15.80,10,"Central Alaska"
pr,13030000,0,"Wednesday, January 30, 2013 00:59:26 UTC",18.0393,-67.1741,1.6,17.00, 3,"Puerto Rico"
us,2013laac,7,"Wednesday, January 30, 2013 00:56:31 UTC",52.1213,-174.3927,4.6,75.80,178,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10646933,3,"Wednesday, January 30, 2013 00:53:50 UTC",63.9325,-148.7805,1.9,0.00,11,"Central Alaska"
ak,10648998,2,"Wednesday, January 30, 2013 00:46:46 UTC",62.9542,-150.7321,1.4,108.20,13,"Central Alaska"
ak,10646924,2,"Wednesday, January 30, 2013 00:43:34 UTC",60.7367,-151.9842,2.4,91.00,40,"Kenai Peninsula, Alaska"
ci,15278865,2,"Wednesday, January 30, 2013 00:30:16 UTC",35.0440,-117.6743,1.4,0.00,13,"Southern California"
nn,00401230,9,"Wednesday, January 30, 2013 00:22:27 UTC",37.1189,-117.1090,1.7,6.60,15,"Nevada"
ak,10646913,2,"Wednesday, January 30, 2013 00:13:58 UTC",64.9942,-147.3449,1.7,0.00,12,"Central Alaska"
ak,10646907,2,"Tuesday, January 29, 2013 23:58:57 UTC",53.7255,-166.4835,2.2,77.80, 8,"Fox Islands, Aleutian Islands, Alaska"
ak,10648845,2,"Tuesday, January 29, 2013 23:52:29 UTC",63.0572,-151.2869,1.0,12.90, 7,"Central Alaska"
uu,60011812,4,"Tuesday, January 29, 2013 23:10:29 UTC",38.8115,-111.3280,2.0,1.50, 5,"Utah"
pr,13029008,0,"Tuesday, January 29, 2013 23:09:50 UTC",17.7875,-68.6013,3.4,36.00,13,"Dominican Republic region"
ci,15278841,3,"Tuesday, January 29, 2013 22:54:05 UTC",33.7042,-116.8113,1.2,18.70,63,"Southern California"
ak,10646860,2,"Tuesday, January 29, 2013 22:20:03 UTC",62.9730,-149.0868,2.3,81.10,29,"Central Alaska"
ak,10646854,2,"Tuesday, January 29, 2013 22:17:48 UTC",63.5631,-147.7166,2.6,4.80,32,"Central Alaska"
nc,71931101,1,"Tuesday, January 29, 2013 21:41:05 UTC",38.8385,-122.8292,1.8,2.50,32,"Northern California"
nc,71931091,0,"Tuesday, January 29, 2013 21:35:32 UTC",38.8393,-122.8315,1.2,2.40,20,"Northern California"
nc,71931086,1,"Tuesday, January 29, 2013 21:35:17 UTC",38.8392,-122.8290,1.7,2.40,30,"Northern California"
nc,71931076,2,"Tuesday, January 29, 2013 21:23:24 UTC",36.3118,-120.8548,1.2,8.30,11,"Central California"
ak,10646820,2,"Tuesday, January 29, 2013 21:11:47 UTC",61.6719,-151.0324,1.7,70.70,11,"Southern Alaska"
ci,15278801,2,"Tuesday, January 29, 2013 20:40:52 UTC",33.8498,-117.4945,1.3,0.00,25,"Greater Los Angeles area, California"
us,c000exql,8,"Tuesday, January 29, 2013 20:28:49 UTC",37.1054,-117.1186,2.7,9.30, 0,"Nevada"
nc,71931071,3,"Tuesday, January 29, 2013 20:20:39 UTC",38.8245,-122.7933,2.0,3.40,67,"Northern California"
nm,012913c,A,"Tuesday, January 29, 2013 20:20:14 UTC",36.1056,-89.7535,2.2,8.10,20,"southeastern Missouri"
ci,15278785,2,"Tuesday, January 29, 2013 19:59:53 UTC",32.5715,-115.6935,1.6,10.00,27,"Baja California, Mexico"
uu,60011772,4,"Tuesday, January 29, 2013 19:56:50 UTC",41.1125,-111.4965,1.3,21.50,20,"Utah"
ak,10646616,2,"Tuesday, January 29, 2013 19:40:27 UTC",61.9557,-151.1872,1.4,69.10, 8,"Southern Alaska"
nc,71931016,1,"Tuesday, January 29, 2013 19:36:53 UTC",38.8237,-122.7932,1.1,3.10,25,"Northern California"
us,c000expf,6,"Tuesday, January 29, 2013 19:30:33 UTC",-11.2056,165.3554,5.1,24.70,60,"Santa Cruz Islands"
ci,15278761,2,"Tuesday, January 29, 2013 19:02:01 UTC",33.2783,-116.7863,2.2,12.90,121,"Southern California"
ak,10648839,2,"Tuesday, January 29, 2013 18:40:49 UTC",53.4860,-165.9623,1.7,46.00, 5,"Fox Islands, Aleutian Islands, Alaska"
nc,71930991,1,"Tuesday, January 29, 2013 18:36:41 UTC",38.8212,-122.8303,1.6,2.60,31,"Northern California"
ci,15278753,2,"Tuesday, January 29, 2013 18:30:51 UTC",33.7762,-116.1585,1.8,6.60,85,"Southern California"
ak,10648838,2,"Tuesday, January 29, 2013 17:57:44 UTC",61.4723,-151.7194,1.8,87.70, 7,"Southern Alaska"
ak,10646557,2,"Tuesday, January 29, 2013 17:45:53 UTC",62.6141,-150.2948,1.4,68.30,12,"Central Alaska"
nc,71930966,2,"Tuesday, January 29, 2013 17:37:30 UTC",40.5607,-121.5455,1.0,4.00,10,"Lassen Peak area, California"
pr,13029007,0,"Tuesday, January 29, 2013 17:36:46 UTC",18.9920,-64.8965,2.7,12.00, 4,"Virgin Islands region"
nc,71930956,1,"Tuesday, January 29, 2013 17:35:01 UTC",38.8122,-122.7915,1.2,3.10,27,"Northern California"
nc,71930951,1,"Tuesday, January 29, 2013 17:32:54 UTC",38.8245,-122.7617,1.9,1.10,30,"Northern California"
nc,71930946,1,"Tuesday, January 29, 2013 17:10:48 UTC",38.8248,-122.7937,1.0,3.50,24,"Northern California"
pr,13029006,0,"Tuesday, January 29, 2013 16:59:40 UTC",19.0207,-64.9128,2.7,42.00, 4,"Virgin Islands region"
ak,10646537,3,"Tuesday, January 29, 2013 16:58:26 UTC",64.7975,-147.3224,2.5,14.80,18,"Central Alaska"
nc,71930916,1,"Tuesday, January 29, 2013 16:48:01 UTC",38.8108,-122.7932,1.8,3.30,35,"Northern California"
nc,71930906,1,"Tuesday, January 29, 2013 16:47:27 UTC",38.8152,-122.7927,1.6,3.60,30,"Northern California"
nc,71930901,6,"Tuesday, January 29, 2013 16:45:28 UTC",38.8238,-122.7955,3.0,3.80,57,"Northern California"
nc,71930896,5,"Tuesday, January 29, 2013 16:45:25 UTC",38.8248,-122.7923,2.7,3.00,48,"Northern California"
nc,71930891,2,"Tuesday, January 29, 2013 16:19:06 UTC",35.5837,-120.7783,1.0,7.80,17,"Central California"
ak,10646522,2,"Tuesday, January 29, 2013 16:16:45 UTC",54.8468,-158.4409,3.6,41.50, 9,"south of Alaska"
ak,10646517,2,"Tuesday, January 29, 2013 15:56:05 UTC",51.5333,-178.4698,3.0,46.90,13,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60011742,2,"Tuesday, January 29, 2013 14:59:52 UTC",38.9788,-112.0740,1.3,12.40, 6,"Utah"
nc,71930886,1,"Tuesday, January 29, 2013 14:57:08 UTC",38.7905,-122.8003,1.1,3.90,26,"Northern California"
nc,71930881,1,"Tuesday, January 29, 2013 14:46:53 UTC",38.8075,-122.8032,1.4,1.30,27,"Northern California"
hv,60460891,2,"Tuesday, January 29, 2013 14:43:55 UTC",19.4155,-155.3255,2.2,4.90,16,"Island of Hawaii, Hawaii"
ak,10646502,2,"Tuesday, January 29, 2013 14:26:09 UTC",60.1435,-147.7284,2.1,4.30,13,"Southern Alaska"
ci,15278737,2,"Tuesday, January 29, 2013 14:05:01 UTC",33.9182,-118.5768,1.7,10.00,13,"Santa Monica Bay, California"
us,2013kzan,4,"Tuesday, January 29, 2013 13:58:48 UTC",-4.0044,143.0199,4.3,10.00,12,"New Guinea, Papua New Guinea"
ak,10646491,3,"Tuesday, January 29, 2013 13:38:48 UTC",64.7827,-147.3451,2.8,16.20,25,"Central Alaska"
nm,012913a,B,"Tuesday, January 29, 2013 13:19:01 UTC",36.1396,-90.8820,2.1,9.70,16,"Arkansas"
us,2013kzal,6,"Tuesday, January 29, 2013 13:17:21 UTC",42.6581,144.0562,4.8,48.50,159,"Hokkaido, Japan region"
nc,71930861,0,"Tuesday, January 29, 2013 12:59:00 UTC",38.8105,-122.8168,1.0,2.90,20,"Northern California"
ak,10648831,2,"Tuesday, January 29, 2013 12:57:05 UTC",60.7352,-150.4179,1.6,40.80,10,"Kenai Peninsula, Alaska"
ak,10648830,2,"Tuesday, January 29, 2013 12:43:56 UTC",51.4533,-176.1587,2.4,23.70, 6,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000exeh,5,"Tuesday, January 29, 2013 12:31:33 UTC",31.8694,-94.3948,2.8,5.10,29,"eastern Texas"
ak,10648829,2,"Tuesday, January 29, 2013 12:29:26 UTC",60.1184,-153.0946,1.8,113.10, 6,"Southern Alaska"
hv,60460541,1,"Tuesday, January 29, 2013 12:24:07 UTC",19.4142,-155.3203,1.9,4.30,19,"Island of Hawaii, Hawaii"
ak,10646484,2,"Tuesday, January 29, 2013 12:18:44 UTC",59.6296,-134.0738,1.6,7.60, 5,"British Columbia, Canada"
hv,60460506,2,"Tuesday, January 29, 2013 12:12:46 UTC",19.4147,-155.3218,1.9,3.60,10,"Island of Hawaii, Hawaii"
pr,13029005,0,"Tuesday, January 29, 2013 12:00:54 UTC",19.6567,-66.4000,3.2,33.00, 6,"Puerto Rico region"
nc,71930846,1,"Tuesday, January 29, 2013 11:58:46 UTC",38.8300,-122.8533,1.4,2.60,25,"Northern California"
mb,13493426,2,"Tuesday, January 29, 2013 11:47:48 UTC",46.8141,-112.1783,1.2,13.70,19,"western Montana"
hv,60460396,2,"Tuesday, January 29, 2013 11:44:01 UTC",19.4142,-155.3172,2.3,4.50,27,"Island of Hawaii, Hawaii"
ci,15278721,2,"Tuesday, January 29, 2013 11:33:13 UTC",33.9773,-117.1745,1.2,16.80,89,"Greater Los Angeles area, California"
us,c000exdk,9,"Tuesday, January 29, 2013 10:47:56 UTC",-15.7055,-70.0925,4.1,218.90,30,"southern Peru"
ak,10646470,2,"Tuesday, January 29, 2013 10:41:32 UTC",61.0193,-150.2637,1.7,26.30,10,"Southern Alaska"
ak,10646466,2,"Tuesday, January 29, 2013 10:33:10 UTC",61.2552,-146.7295,1.7,26.40,16,"Southern Alaska"
pr,13029004,0,"Tuesday, January 29, 2013 10:30:59 UTC",19.0625,-64.4900,3.2,125.00, 7,"Virgin Islands region"
uw,60498117,1,"Tuesday, January 29, 2013 10:21:25 UTC",47.5293,-123.5185,1.1,37.90,14,"Olympic Peninsula, Washington"
uw,60025908,1,"Tuesday, January 29, 2013 10:19:23 UTC",47.8810,-121.6430,1.4,8.10,18,"Washington"
uw,60498112,1,"Tuesday, January 29, 2013 10:18:37 UTC",47.8738,-121.6492,1.7,11.20,19,"Washington"
nc,71930841,0,"Tuesday, January 29, 2013 09:57:21 UTC",38.7900,-122.7617,1.0,1.80,17,"Northern California"
se,012913b,A,"Tuesday, January 29, 2013 09:17:09 UTC",32.9318,-80.1658,1.4,7.60, 3,"South Carolina"
us,c000exci,4,"Tuesday, January 29, 2013 09:03:20 UTC",-24.0590,-179.8282,4.6,505.10,44,"south of the Fiji Islands"
us,c000excc,7,"Tuesday, January 29, 2013 08:57:55 UTC",42.5126,79.7940,4.4,10.00,41,"eastern Kazakhstan"
nc,71930811,0,"Tuesday, January 29, 2013 08:43:16 UTC",38.8313,-122.8017,1.0,2.10,18,"Northern California"
nc,71930806,2,"Tuesday, January 29, 2013 08:35:12 UTC",37.5587,-121.8275,1.1,8.60,19,"San Francisco Bay area, California"
nc,71930801,0,"Tuesday, January 29, 2013 08:25:37 UTC",38.8263,-122.8618,1.0,0.60,14,"Northern California"
ak,10648824,2,"Tuesday, January 29, 2013 08:23:08 UTC",53.7411,-165.8688,1.4,27.90, 5,"Fox Islands, Aleutian Islands, Alaska"
ak,10648823,2,"Tuesday, January 29, 2013 08:12:36 UTC",62.0672,-145.1223,1.5,17.30, 7,"Central Alaska"
ci,15278705,2,"Tuesday, January 29, 2013 08:07:36 UTC",33.9822,-117.1785,1.1,13.40,78,"Greater Los Angeles area, California"
pr,13029003,0,"Tuesday, January 29, 2013 07:26:16 UTC",18.0935,-66.1010,2.8,27.00, 6,"Puerto Rico"
nc,71930751,2,"Tuesday, January 29, 2013 07:14:51 UTC",37.6225,-119.0222,1.5,3.90,32,"Long Valley area, California"
ak,10646435,3,"Tuesday, January 29, 2013 07:07:17 UTC",61.7600,-150.3202,3.5,40.00,41,"Southern Alaska"
ak,10646433,2,"Tuesday, January 29, 2013 07:06:22 UTC",63.1635,-150.4145,1.6,111.60,12,"Central Alaska"
ak,10646434,2,"Tuesday, January 29, 2013 07:04:48 UTC",60.1509,-139.4319,1.2,14.90, 6,"Southern Yukon Territory, Canada"
ak,10646430,2,"Tuesday, January 29, 2013 06:58:57 UTC",62.1895,-148.2273,1.3,37.30,11,"Central Alaska"
ak,10646427,2,"Tuesday, January 29, 2013 06:39:42 UTC",61.7445,-148.4617,1.4,6.40,10,"Southern Alaska"
ak,10646421,2,"Tuesday, January 29, 2013 06:24:39 UTC",62.9168,-150.8842,2.5,108.10,36,"Central Alaska"
ci,15278681,2,"Tuesday, January 29, 2013 06:14:19 UTC",33.1290,-115.6292,1.4,7.80,22,"Southern California"
hv,60460181,2,"Tuesday, January 29, 2013 06:09:35 UTC",19.4745,-155.4553,2.3,10.00,40,"Island of Hawaii, Hawaii"
ak,10646416,2,"Tuesday, January 29, 2013 05:44:20 UTC",53.3569,-166.4369,2.3,25.70, 8,"Fox Islands, Aleutian Islands, Alaska"
ak,10646413,2,"Tuesday, January 29, 2013 05:26:22 UTC",51.5698,-178.4276,3.2,2.80,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10646411,2,"Tuesday, January 29, 2013 05:23:33 UTC",63.3696,-151.3197,1.4,10.00, 9,"Central Alaska"
ci,15278673,2,"Tuesday, January 29, 2013 05:04:07 UTC",34.3115,-116.9330,1.0,3.00,36,"Southern California"
nc,71930706,2,"Tuesday, January 29, 2013 05:00:37 UTC",36.3117,-120.8522,1.4,7.40,21,"Central California"
nc,71930701,2,"Tuesday, January 29, 2013 04:56:51 UTC",40.9010,-121.8215,1.8,17.40,23,"Northern California"
mb,13967275,2,"Tuesday, January 29, 2013 04:48:45 UTC",47.0200,-114.4060,1.1,7.70,11,"western Montana"
ak,10646401,2,"Tuesday, January 29, 2013 04:22:36 UTC",63.6490,-147.5201,1.2,76.50, 8,"Central Alaska"
ak,10646392,2,"Tuesday, January 29, 2013 04:11:45 UTC",60.8579,-151.7081,2.1,81.90,14,"Kenai Peninsula, Alaska"
